Id do registro,Id do registro,Id do registro,Id do registro,ID da Empresa,ID da Empresa,ID da Empresa,ID da Empresa,ID do Negócio,ID do Negócio,ID do Negócio,ID do Negócio,Nome do Contato,Nome do Contato,Nome do Contato,Nome do Contato,Responsável,Responsável,Responsável,Responsável,Equipe,Equipe,Equipe,Equipe,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Nível de Relacionamento,Data de Criação,Data de Criação,Data de Criação,Data de Criação,Atualizado em,Atualizado em,Atualizado em,Atualizado em,Função de Compra,Função de Compra,Função de Compra,Função de Compra,Função de Impacto,Função de Impacto,Função de Impacto,Função de Impacto,Função de Formalização,Função de Formalização,Função de Formalização,Função de Formalização,Assinante,Assinante,Assinante,Assinante,Cargo,Cargo,Cargo,Cargo,Departamento,Departamento,Departamento,Departamento,Área,Área,Área,Área,Equipe.1,Equipe.1,Equipe.1,Equipe.1,Líder Direto,Líder Direto,Líder Direto,Líder Direto,Telefone Fixo,Telefone Fixo,Telefone Fixo,Telefone Fixo,Número de Celular,Número de Celular,Número de Celular,Número de Celular,E-mail,E-mail,E-mail,E-mail,URL do Linkedin,URL do Linkedin,URL do Linkedin,URL do Linkedin,Instagram,Instagram,Instagram,Instagram,Endereço,Endereço,Endereço,Endereço,Canal Preferido,Canal Preferido,Canal Preferido,Canal Preferido,RG,RG,RG,RG,CPF,CPF,CPF,CPF,Estado Civil,Estado Civil,Estado Civil,Estado Civil,Profissão,Profissão,Profissão,Profissão,Idade,Idade,Idade,Idade,Sexo,Sexo,Sexo,Sexo,Data de Nascimento,Data de Nascimento,Data de Nascimento,Data de Nascimento
7652,7652,7652,7652,8652,8652,8652,8652,9652,9652,9652,9652,Antônia Alves,Antônia Alves,Antônia Alves,Antônia Alves,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Alto,Alto,Alto,Alto,19/04/2024,19/04/2024,19/04/2024,19/04/2024,19/04/2024,19/04/2024,19/04/2024,19/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Marketing,Marketing,Marketing,Marketing,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-2612,+55 (11) 3000-2612,+55 (11) 3000-2612,+55 (11) 3000-2612,+55 (11) 98124-7596,+55 (11) 98124-7596,+55 (11) 98124-7596,+55 (11) 98124-7596,antônia.alves@gmail.com,antônia.alves@gmail.com,antônia.alves@gmail.com,antônia.alves@gmail.com,http://linkedin.com/in/antôniaalves,http://linkedin.com/in/antôniaalves,http://linkedin.com/in/antôniaalves,http://linkedin.com/in/antôniaalves,@antôniaalves,@antôniaalves,@antôniaalves,@antôniaalves,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,304235259,304235259,304235259,304235259,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Solteiro,Solteiro,Solteiro,Solteiro,Economista,Economista,Economista,Economista,47,47,47,47,Masculino,Masculino,Masculino,Masculino,22/02/1980,22/02/1980,22/02/1980,22/02/1980
242,242,242,242,1242,1242,1242,1242,2242,2242,2242,2242,Lucas Lima,Lucas Lima,Lucas Lima,Lucas Lima,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Alto,Alto,Alto,Alto,20/04/2024,20/04/2024,20/04/2024,20/04/2024,20/04/2024,20/04/2024,20/04/2024,20/04/2024,Coach,Coach,Coach,Coach,Campeão,Campeão,Campeão,Campeão,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Analista,Analista,Analista,Analista,Jurídico,Jurídico,Jurídico,Jurídico,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Coordenador,Coordenador,Coordenador,Coordenador,+55 (11) 3000-3724,+55 (11) 3000-3724,+55 (11) 3000-3724,+55 (11) 3000-3724,+55 (11) 98832-8956,+55 (11) 98832-8956,+55 (11) 98832-8956,+55 (11) 98832-8956,lucas.lima@gmail.com,lucas.lima@gmail.com,lucas.lima@gmail.com,lucas.lima@gmail.com,http://linkedin.com/in/lucaslima,http://linkedin.com/in/lucaslima,http://linkedin.com/in/lucaslima,http://linkedin.com/in/lucaslima,@lucaslima,@lucaslima,@lucaslima,@lucaslima,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,276777762,276777762,276777762,276777762,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Viúvo,Viúvo,Viúvo,Viúvo,Economista,Economista,Economista,Economista,45,45,45,45,Não Binário,Não Binário,Não Binário,Não Binário,23/02/1980,23/02/1980,23/02/1980,23/02/1980
9490,9490,9490,9490,10490,10490,10490,10490,11490,11490,11490,11490,Marcos Silva,Marcos Silva,Marcos Silva,Marcos Silva,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,21/04/2024,21/04/2024,21/04/2024,21/04/2024,21/04/2024,21/04/2024,21/04/2024,21/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Usuário,Usuário,Usuário,Usuário,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Gerente,Gerente,Gerente,Gerente,Financeiro,Financeiro,Financeiro,Financeiro,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-1998,+55 (11) 3000-1998,+55 (11) 3000-1998,+55 (11) 3000-1998,+55 (11) 99531-6138,+55 (11) 99531-6138,+55 (11) 99531-6138,+55 (11) 99531-6138,marcos.silva@gmail.com,marcos.silva@gmail.com,marcos.silva@gmail.com,marcos.silva@gmail.com,http://linkedin.com/in/marcossilva,http://linkedin.com/in/marcossilva,http://linkedin.com/in/marcossilva,http://linkedin.com/in/marcossilva,@marcossilva,@marcossilva,@marcossilva,@marcossilva,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,639931481,639931481,639931481,639931481,654.321.789-82,654.321.789-82,654.321.789-82,654.321.789-82,Separado,Separado,Separado,Separado,Engenheiro,Engenheiro,Engenheiro,Engenheiro,29,29,29,29,Masculino,Masculino,Masculino,Masculino,24/02/1980,24/02/1980,24/02/1980,24/02/1980
4034,4034,4034,4034,5034,5034,5034,5034,6034,6034,6034,6034,Gabriel Gomes,Gabriel Gomes,Gabriel Gomes,Gabriel Gomes,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Baixo,Baixo,Baixo,Baixo,22/04/2024,22/04/2024,22/04/2024,22/04/2024,22/04/2024,22/04/2024,22/04/2024,22/04/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Financeiro,Financeiro,Financeiro,Financeiro,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,CEO,CEO,CEO,CEO,+55 (11) 3000-1651,+55 (11) 3000-1651,+55 (11) 3000-1651,+55 (11) 3000-1651,+55 (11) 99268-2343,+55 (11) 99268-2343,+55 (11) 99268-2343,+55 (11) 99268-2343,gabriel.gomes@gmail.com,gabriel.gomes@gmail.com,gabriel.gomes@gmail.com,gabriel.gomes@gmail.com,http://linkedin.com/in/gabrielgomes,http://linkedin.com/in/gabrielgomes,http://linkedin.com/in/gabrielgomes,http://linkedin.com/in/gabrielgomes,@gabrielgomes,@gabrielgomes,@gabrielgomes,@gabrielgomes,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,379995032,379995032,379995032,379995032,159.357.486-06,159.357.486-06,159.357.486-06,159.357.486-06,Solteiro,Solteiro,Solteiro,Solteiro,Economista,Economista,Economista,Economista,43,43,43,43,Masculino,Masculino,Masculino,Masculino,25/02/1980,25/02/1980,25/02/1980,25/02/1980
9225,9225,9225,9225,10225,10225,10225,10225,11225,11225,11225,11225,João Pereira,João Pereira,João Pereira,João Pereira,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Vendas,Vendas,Vendas,Vendas,Alto,Alto,Alto,Alto,23/04/2024,23/04/2024,23/04/2024,23/04/2024,23/04/2024,23/04/2024,23/04/2024,23/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Usuário,Usuário,Usuário,Usuário,Testemunha,Testemunha,Testemunha,Testemunha,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Vendas,Vendas,Vendas,Vendas,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-9808,+55 (11) 3000-9808,+55 (11) 3000-9808,+55 (11) 3000-9808,+55 (11) 98436-9288,+55 (11) 98436-9288,+55 (11) 98436-9288,+55 (11) 98436-9288,joão.pereira@gmail.com,joão.pereira@gmail.com,joão.pereira@gmail.com,joão.pereira@gmail.com,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,http://linkedin.com/in/joãopereira,@joãopereira,@joãopereira,@joãopereira,@joãopereira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,362298393,362298393,362298393,362298393,246.810.121-90,246.810.121-90,246.810.121-90,246.810.121-90,Separado,Separado,Separado,Separado,Economista,Economista,Economista,Economista,57,57,57,57,Não Binário,Não Binário,Não Binário,Não Binário,26/02/1980,26/02/1980,26/02/1980,26/02/1980
4334,4334,4334,4334,5334,5334,5334,5334,6334,6334,6334,6334,Gabriel Oliveira,Gabriel Oliveira,Gabriel Oliveira,Gabriel Oliveira,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,24/04/2024,24/04/2024,24/04/2024,24/04/2024,24/04/2024,24/04/2024,24/04/2024,24/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Analista,Analista,Analista,Analista,Marketing,Marketing,Marketing,Marketing,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Coordenador,Coordenador,Coordenador,Coordenador,+55 (11) 3000-3546,+55 (11) 3000-3546,+55 (11) 3000-3546,+55 (11) 3000-3546,+55 (11) 98557-5616,+55 (11) 98557-5616,+55 (11) 98557-5616,+55 (11) 98557-5616,gabriel.oliveira@gmail.com,gabriel.oliveira@gmail.com,gabriel.oliveira@gmail.com,gabriel.oliveira@gmail.com,http://linkedin.com/in/gabrieloliveira,http://linkedin.com/in/gabrieloliveira,http://linkedin.com/in/gabrieloliveira,http://linkedin.com/in/gabrieloliveira,@gabrieloliveira,@gabrieloliveira,@gabrieloliveira,@gabrieloliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,642678844,642678844,642678844,642678844,357.951.486-52,357.951.486-52,357.951.486-52,357.951.486-52,Casado,Casado,Casado,Casado,Administrador,Administrador,Administrador,Administrador,35,35,35,35,Masculino,Masculino,Masculino,Masculino,27/02/1980,27/02/1980,27/02/1980,27/02/1980
7240,7240,7240,7240,8240,8240,8240,8240,9240,9240,9240,9240,Carlos Oliveira,Carlos Oliveira,Carlos Oliveira,Carlos Oliveira,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Baixo,Baixo,Baixo,Baixo,25/04/2024,25/04/2024,25/04/2024,25/04/2024,25/04/2024,25/04/2024,25/04/2024,25/04/2024,Coach,Coach,Coach,Coach,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Coordenador,Coordenador,Coordenador,Coordenador,Marketing,Marketing,Marketing,Marketing,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Gerente,Gerente,Gerente,Gerente,+55 (11) 3000-8007,+55 (11) 3000-8007,+55 (11) 3000-8007,+55 (11) 3000-8007,+55 (11) 99148-1158,+55 (11) 99148-1158,+55 (11) 99148-1158,+55 (11) 99148-1158,carlos.oliveira@gmail.com,carlos.oliveira@gmail.com,carlos.oliveira@gmail.com,carlos.oliveira@gmail.com,http://linkedin.com/in/carlosoliveira,http://linkedin.com/in/carlosoliveira,http://linkedin.com/in/carlosoliveira,http://linkedin.com/in/carlosoliveira,@carlosoliveira,@carlosoliveira,@carlosoliveira,@carlosoliveira,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,996139578,996139578,996139578,996139578,123.456.789-09,123.456.789-09,123.456.789-09,123.456.789-09,Viúvo,Viúvo,Viúvo,Viúvo,Empreendedor,Empreendedor,Empreendedor,Empreendedor,20,20,20,20,Feminino,Feminino,Feminino,Feminino,28/02/1980,28/02/1980,28/02/1980,28/02/1980
5795,5795,5795,5795,6795,6795,6795,6795,7795,7795,7795,7795,Bruno Santos,Bruno Santos,Bruno Santos,Bruno Santos,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Médio,Médio,Médio,Médio,26/04/2024,26/04/2024,26/04/2024,26/04/2024,26/04/2024,26/04/2024,26/04/2024,26/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Admin,Admin,Admin,Admin,Signatário,Signatário,Signatário,Signatário,Time Financeiro,Time Financeiro,Time Financeiro,Time Financeiro,CEO,CEO,CEO,CEO,Gestão,Gestão,Gestão,Gestão,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,,,,,+55 (11) 3000-3532,+55 (11) 3000-3532,+55 (11) 3000-3532,+55 (11) 3000-3532,+55 (11) 99895-4878,+55 (11) 99895-4878,+55 (11) 99895-4878,+55 (11) 99895-4878,bruno.santos@gmail.com,bruno.santos@gmail.com,bruno.santos@gmail.com,bruno.santos@gmail.com,http://linkedin.com/in/brunosantos,http://linkedin.com/in/brunosantos,http://linkedin.com/in/brunosantos,http://linkedin.com/in/brunosantos,@brunosantos,@brunosantos,@brunosantos,@brunosantos,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,292587044,292587044,292587044,292587044,987.654.321-00,987.654.321-00,987.654.321-00,987.654.321-00,Solteiro,Solteiro,Solteiro,Solteiro,Economista,Economista,Economista,Economista,28,28,28,28,Não Binário,Não Binário,Não Binário,Não Binário,29/02/1980,29/02/1980,29/02/1980,29/02/1980
7542,7542,7542,7542,8542,8542,8542,8542,9542,9542,9542,9542,Bruno Souza,Bruno Souza,Bruno Souza,Bruno Souza,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Médio,Médio,Médio,Médio,27/04/2024,27/04/2024,27/04/2024,27/04/2024,27/04/2024,27/04/2024,27/04/2024,27/04/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Diretor,Diretor,Diretor,Diretor,Vendas,Vendas,Vendas,Vendas,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,C-Level,C-Level,C-Level,C-Level,+55 (11) 3000-4728,+55 (11) 3000-4728,+55 (11) 3000-4728,+55 (11) 3000-4728,+55 (11) 98456-1387,+55 (11) 98456-1387,+55 (11) 98456-1387,+55 (11) 98456-1387,bruno.souza@gmail.com,bruno.souza@gmail.com,bruno.souza@gmail.com,bruno.souza@gmail.com,http://linkedin.com/in/brunosouza,http://linkedin.com/in/brunosouza,http://linkedin.com/in/brunosouza,http://linkedin.com/in/brunosouza,@brunosouza,@brunosouza,@brunosouza,@brunosouza,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Telefone,Telefone,Telefone,Telefone,174539964,174539964,174539964,174539964,456.789.123-64,456.789.123-64,456.789.123-64,456.789.123-64,Separado,Separado,Separado,Separado,Administrador,Administrador,Administrador,Administrador,52,52,52,52,Feminino,Feminino,Feminino,Feminino,01/03/1980,01/03/1980,01/03/1980,01/03/1980
627,627,627,627,1627,1627,1627,1627,2627,2627,2627,2627,Patrícia Rodrigues,Patrícia Rodrigues,Patrícia Rodrigues,Patrícia Rodrigues,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,28/04/2024,28/04/2024,28/04/2024,28/04/2024,28/04/2024,28/04/2024,28/04/2024,28/04/2024,Influenciador,Influenciador,Influenciador,Influenciador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Head,Head,Head,Head,Financeiro,Financeiro,Financeiro,Financeiro,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Operações,Diretor,Diretor,Diretor,Diretor,+55 (11) 3000-8119,+55 (11) 3000-8119,+55 (11) 3000-8119,+55 (11) 3000-8119,+55 (11) 98707-6139,+55 (11) 98707-6139,+55 (11) 98707-6139,+55 (11) 98707-6139,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,patrícia.rodrigues@gmail.com,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,http://linkedin.com/in/patríciarodrigues,@patríciarodrigues,@patríciarodrigues,@patríciarodrigues,@patríciarodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,513600440,513600440,513600440,513600440,321.654.987-91,321.654.987-91,321.654.987-91,321.654.987-91,Viúvo,Viúvo,Viúvo,Viúvo,Engenheiro,Engenheiro,Engenheiro,Engenheiro,51,51,51,51,Não Binário,Não Binário,Não Binário,Não Binário,02/03/1980,02/03/1980,02/03/1980,02/03/1980
5144,5144,5144,5144,6144,6144,6144,6144,7144,7144,7144,7144,Maria Gomes,Maria Gomes,Maria Gomes,Maria Gomes,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Alto,Alto,Alto,Alto,29/04/2024,29/04/2024,29/04/2024,29/04/2024,29/04/2024,29/04/2024,29/04/2024,29/04/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Head,Head,Head,Head,+55 (11) 3000-5920,+55 (11) 3000-5920,+55 (11) 3000-5920,+55 (11) 3000-5920,+55 (11) 99038-6067,+55 (11) 99038-6067,+55 (11) 99038-6067,+55 (11) 99038-6067,maria.gomes@gmail.com,maria.gomes@gmail.com,maria.gomes@gmail.com,maria.gomes@gmail.com,http://linkedin.com/in/mariagomes,http://linkedin.com/in/mariagomes,http://linkedin.com/in/mariagomes,http://linkedin.com/in/mariagomes,@mariagomes,@mariagomes,@mariagomes,@mariagomes,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,695295870,695295870,695295870,695295870,654.321.789-82,654.321.789-82,654.321.789-82,654.321.789-82,Viúvo,Viúvo,Viúvo,Viúvo,Empreendedor,Empreendedor,Empreendedor,Empreendedor,57,57,57,57,Não Binário,Não Binário,Não Binário,Não Binário,03/03/1980,03/03/1980,03/03/1980,03/03/1980
3444,3444,3444,3444,4444,4444,4444,4444,5444,5444,5444,5444,Rafael Rodrigues,Rafael Rodrigues,Rafael Rodrigues,Rafael Rodrigues,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Rafael Giacomini,Onboarding,Onboarding,Onboarding,Onboarding,Baixo,Baixo,Baixo,Baixo,30/04/2024,30/04/2024,30/04/2024,30/04/2024,30/04/2024,30/04/2024,30/04/2024,30/04/2024,Campeão,Campeão,Campeão,Campeão,Campeão,Campeão,Campeão,Campeão,Signatário,Signatário,Signatário,Signatário,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Sem Função de Faturamento,Gerente,Gerente,Gerente,Gerente,Financeiro,Financeiro,Financeiro,Financeiro,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Executivo,Head,Head,Head,Head,+55 (11) 3000-6279,+55 (11) 3000-6279,+55 (11) 3000-6279,+55 (11) 3000-6279,+55 (11) 98952-8238,+55 (11) 98952-8238,+55 (11) 98952-8238,+55 (11) 98952-8238,rafael.rodrigues@gmail.com,rafael.rodrigues@gmail.com,rafael.rodrigues@gmail.com,rafael.rodrigues@gmail.com,http://linkedin.com/in/rafaelrodrigues,http://linkedin.com/in/rafaelrodrigues,http://linkedin.com/in/rafaelrodrigues,http://linkedin.com/in/rafaelrodrigues,@rafaelrodrigues,@rafaelrodrigues,@rafaelrodrigues,@rafaelrodrigues,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,952266893,952266893,952266893,952266893,159.357.486-06,159.357.486-06,159.357.486-06,159.357.486-06,Casado,Casado,Casado,Casado,Economista,Economista,Economista,Economista,50,50,50,50,Não Binário,Não Binário,Não Binário,Não Binário,04/03/1980,04/03/1980,04/03/1980,04/03/1980
3263,3263,3263,3263,4263,4263,4263,4263,5263,5263,5263,5263,Rafael Souza,Rafael Souza,Rafael Souza,Rafael Souza,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Alexandre Bazzi,Vendas,Vendas,Vendas,Vendas,Alto,Alto,Alto,Alto,01/05/2024,01/05/2024,01/05/2024,01/05/2024,01/05/2024,01/05/2024,01/05/2024,01/05/2024,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Tomador de Decisão,Campeão,Campeão,Campeão,Campeão,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Gerente,Gerente,Gerente,Gerente,Jurídico,Jurídico,Jurídico,Jurídico,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Desenvolvimento,Head,Head,Head,Head,+55 (11) 3000-1757,+55 (11) 3000-1757,+55 (11) 3000-1757,+55 (11) 3000-1757,+55 (11) 98501-8784,+55 (11) 98501-8784,+55 (11) 98501-8784,+55 (11) 98501-8784,rafael.souza@gmail.com,rafael.souza@gmail.com,rafael.souza@gmail.com,rafael.souza@gmail.com,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,http://linkedin.com/in/rafaelsouza,@rafaelsouza,@rafaelsouza,@rafaelsouza,@rafaelsouza,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",E-mail,E-mail,E-mail,E-mail,871318048,871318048,871318048,871318048,246.810.121-90,246.810.121-90,246.810.121-90,246.810.121-90,Solteiro,Solteiro,Solteiro,Solteiro,Empreendedor,Empreendedor,Empreendedor,Empreendedor,59,59,59,59,Não Binário,Não Binário,Não Binário,Não Binário,05/03/1980,05/03/1980,05/03/1980,05/03/1980
7612,7612,7612,7612,8612,8612,8612,8612,9612,9612,9612,9612,Luiz Lima,Luiz Lima,Luiz Lima,Luiz Lima,Luiza Aduan,Luiza Aduan,Luiza Aduan,Luiza Aduan,Customer Success,Customer Success,Customer Success,Customer Success,Baixo,Baixo,Baixo,Baixo,02/05/2024,02/05/2024,02/05/2024,02/05/2024,02/05/2024,02/05/2024,02/05/2024,02/05/2024,Bloqueador,Bloqueador,Bloqueador,Bloqueador,Admin,Admin,Admin,Admin,Testemunha,Testemunha,Testemunha,Testemunha,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,Responsável pelo Financeiro,C-Level,C-Level,C-Level,C-Level,Jurídico,Jurídico,Jurídico,Jurídico,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,Planejamento,CEO,CEO,CEO,CEO,+55 (11) 3000-5082,+55 (11) 3000-5082,+55 (11) 3000-5082,+55 (11) 3000-5082,+55 (11) 99878-2988,+55 (11) 99878-2988,+55 (11) 99878-2988,+55 (11) 99878-2988,luiz.lima@gmail.com,luiz.lima@gmail.com,luiz.lima@gmail.com,luiz.lima@gmail.com,http://linkedin.com/in/luizlima,http://linkedin.com/in/luizlima,http://linkedin.com/in/luizlima,http://linkedin.com/in/luizlima,@luizlima,@luizlima,@luizlima,@luizlima,"Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132","Rua Tangará, 132",Whatsapp,Whatsapp,Whatsapp,Whatsapp,910943524,910943524,910943524,910943524,357.951.486-52,357.951.486-52,357.951.486-52,357.951.486-52,Viúvo,Viúvo,Viúvo,Viúvo,Gerente,Gerente,Gerente,Gerente,46,46,46,46,Masculino,Masculino,Masculino,Masculino,06/03/1980,06/03/1980,06/03/1980,06/03/1980
